97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,-1,-1,-1,-1,98,97,98,97,98
178,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,16,17,18,19,114,113,114,113,114
194,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,32,33,34,35,98,97,98,97,98
113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,139,139,139,139,114,113,114,113,114
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114
97,98,97,98,97,98,97,98,97,98,97,98,97,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,178
113,114,113,114,113,114,113,114,113,114,113,114,113,41,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
97,98,97,98,97,98,97,98,97,98,97,98,97,25,26,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
113,114,113,0,1,2,3,114,113,114,113,114,113,145,146,114,25,26,113,114,113,114,113,114,113,114,113,114,113,114
97,98,97,16,17,18,19,98,97,98,97,98,97,145,146,98,41,42,97,98,97,98,97,98,97,98,97,98,97,98
113,114,113,32,33,34,35,114,113,114,113,114,113,145,146,114,57,58,25,26,113,114,113,114,113,114,113,114,113,114
97,98,97,139,139,139,139,98,97,98,97,98,97,145,146,98,97,98,41,42,97,98,97,98,97,98,97,98,97,98
113,114,113,114,113,114,113,114,113,114,113,114,113,57,58,114,113,114,57,58,113,114,113,114,113,114,113,114,113,114
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,113,114,113,114,113,114,113,114,113,114,113,114,113,114
194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,42,97,98,97,98,97,98,97,98,97,98,97,98,97,98
113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,-1,-1,-1,-1,114,113,114,113,114
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,16,17,18,19,98,97,98,97,98
113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,32,33,34,35,114,113,114,113,114
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,139,139,139,139,98,97,98,97,98
-1,-1,-1,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114,113,114
97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
