205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205
205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205
205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205
205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205
205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205
205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205
205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205,205,205,205,-1,-1,-1,-1,205
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,-1,205,205,205,205,-1,-1,-1,-1,205
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,-1,205,205,205,205,-1,-1,-1,-1,205
205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205,205,205,205,-1,-1,-1,-1,205
205,-1,-1,-1,-1,-1,-1,205,205,205,205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205
205,-1,-1,-1,-1,-1,-1,205,205,205,205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205
205,-1,-1,-1,-1,-1,-1,205,-1,-1,205,-1,-1,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205
205,-1,-1,-1,-1,-1,-1,205,-1,-1,205,-1,-1,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205
205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205
205,-1,-1,205,205,205,205,-1,-1,-1,-1,-1,-1,205,205,-1,205,205,-1,-1,-1,-1,205,205,-1,-1,-1,-1,-1,205
205,-1,-1,205,205,205,205,-1,-1,-1,-1,-1,-1,205,205,-1,205,205,-1,-1,-1,-1,205,205,-1,-1,-1,-1,-1,205
205,-1,-1,205,-1,-1,205,-1,-1,-1,-1,-1,-1,205,205,-1,-1,-1,205,205,-1,-1,205,205,-1,-1,-1,-1,-1,205
205,-1,-1,205,205,205,205,-1,-1,-1,-1,-1,-1,205,205,-1,-1,-1,205,205,-1,-1,205,205,-1,-1,-1,-1,-1,205
205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205,205,-1,205
205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205,205,-1,205
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205,205,-1,205
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205
205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205
205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205
205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205,205,205,205,-1,-1,-1,-1,205
205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205,-1,-1,205,-1,-1,-1,-1,205
205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205,-1,-1,205,-1,-1,-1,-1,205
