3964,3962,3966,3968,3968,3966,3966,3964,3964,3964,3966,3962,3964,3966,3966,3964,3962,3960,3966,3962,3968,3964,3960,3968,3962,3966,3968,3968,3960,3960,3960,3964,3962,3964,3960,3968,3960,3964,3962,3962,3964,3968,3966,3960,3968,3960,3960,3960,3962,3964,3960,3968,3964,3960,3962,3964,3962,3968,3966,3968,3966,3962,3962,3962,3968,3960,3960,3960,3960,3964,3962,3964,3964,3968,3964,3962,3964,3960,3964,3968,3968,3962,3962,3962,3962,3966,3960,3960,3968,3962,3962,3962,3962,3968,3962,3964,3968,3962,3968,3962,3964,3966,3966,3966
3964,3966,3964,3962,3964,3966,3968,3966,3968,3960,3962,3968,3968,3962,3962,3960,3968,3964,3964,3964,3960,3960,3968,3962,3962,3968,3960,3962,3966,3968,3960,3960,3960,3968,3960,3962,3968,3962,3962,3968,3960,3968,3968,3966,3968,3962,3960,3966,3960,3962,3966,3960,3966,3968,3962,3960,3966,3962,3968,3964,3962,3960,3968,3964,3968,3964,3968,3968,3962,3960,3962,3962,3968,3968,3968,3964,3962,3962,3968,3964,3966,3964,3960,3962,3968,3962,3962,3966,3968,3966,3964,3960,3960,3968,3960,3968,3962,3964,3960,3962,3966,3960,3960,3966
3964,3968,3960,3964,3968,3960,3964,3962,3962,3966,3960,3964,3960,3964,3964,3964,3962,3960,3962,3968,3968,3960,3968,3966,3960,3962,3962,3960,3968,3968,3968,3960,3960,3960,3964,3968,3960,3966,3962,3968,3964,3964,3964,3962,3962,3962,3960,3960,3962,3966,3964,3968,3968,3964,3964,3964,3966,3966,3968,3960,3968,3968,3960,3962,3968,3966,3966,3966,3968,3964,3960,3968,3966,3968,3968,3962,3966,3962,3964,3968,3964,3968,3964,3964,3960,3960,3962,3966,3960,3960,3962,3966,3960,3964,3968,3964,3960,3964,3960,3964,3962,3964,3960,3968
3962,3960,3962,3960,3962,3960,3960,3966,3968,3966,3964,3966,3960,3960,3960,3968,3962,3966,3968,3966,3962,3962,3968,3966,3962,3966,3960,3960,3968,3960,3960,3968,3964,3962,3968,3968,3964,3962,3968,3966,3962,3966,3960,3962,3968,3966,3964,3968,3962,3964,3968,3966,3962,3964,3968,3960,3962,3966,3968,3966,3966,3966,3960,3962,3960,3962,3964,3962,3968,3968,3966,3968,3966,3968,3962,3968,3968,3966,3964,3962,3968,3962,3968,3966,3964,3966,3960,3960,3960,3960,3962,3968,3966,3962,3964,3960,3968,3960,3960,3964,3960,3966,3968,3962
3964,3968,3968,3966,3960,3966,3964,3962,3960,3966,3966,3964,3966,3966,3962,3960,3962,3962,3964,3966,3962,3962,3968,3962,3960,3964,3964,3968,3964,3960,3968,3960,3960,3968,3964,3964,3960,3962,3962,3964,3968,3964,3964,3968,3968,3964,3966,3964,3960,3964,3964,3968,3968,3964,3966,3960,3962,3964,3960,3964,3968,3962,3964,3968,3966,3962,3960,3962,3968,3968,3962,3964,3964,3962,3964,3968,3968,3964,3960,3966,3966,3964,3962,3964,3962,3964,3962,3960,3966,3966,3964,3964,3964,3964,3966,3962,3964,3966,3966,3962,3966,3962,3960,3962
3962,3962,3968,3964,3966,3964,3968,3960,3968,3962,3968,3960,3964,3966,3962,3960,3964,3962,3968,3968,3966,3962,3966,3962,3966,3960,3962,3966,3962,3960,3966,3966,3962,3966,3966,3966,3968,3962,3964,3968,3962,3966,3964,3962,3962,3968,3968,3964,3962,3960,3960,3960,3968,3962,3960,3966,3966,3966,3966,3960,3966,3968,3960,3964,3964,3966,3960,3964,3964,3966,3966,3964,3964,3960,3960,3960,3960,3968,3968,3960,3966,3964,3960,3960,3960,3960,3964,3968,3964,3966,3966,3964,3960,3966,3968,3962,3960,3968,3966,3964,3966,3960,3960,3962
3966,3964,3960,3960,3960,3960,3962,3964,3960,3960,3960,3960,3968,3962,3964,3968,3962,3964,3964,3964,3966,3964,3960,3962,3960,3964,3960,3966,3960,3968,3964,3966,3964,3968,3968,3962,3968,3964,3960,3964,3966,3962,3964,3968,3968,3968,3962,3966,3960,3962,3964,3962,3966,3966,3966,3960,3966,3962,3966,3964,3960,3968,3960,3962,3964,3962,3962,3968,3962,3968,3964,3962,3968,3964,3964,3964,3966,3962,3964,3962,3966,3968,3960,3960,3960,3962,3964,3966,3962,3966,3960,3968,3968,3960,3960,3966,3966,3960,3964,3968,3962,3964,3960,3968
3960,3966,3968,3960,3968,3962,3964,3964,3964,3960,3960,3962,3960,3966,3960,3964,3960,3966,3968,3960,3960,3968,3960,3964,3964,3968,3960,3962,3966,3964,3964,3964,3968,3964,3962,3966,3960,3966,3966,3960,3966,3966,3966,3962,3960,3966,3968,3960,3960,3964,3962,3966,3962,3968,3966,3964,3968,3962,3962,3968,3960,3968,3960,3968,3962,3962,3962,3968,3966,3960,3968,3960,3962,3968,3962,3964,3966,3968,3964,3964,3960,3964,3962,3962,3968,3968,3968,3966,3966,3966,3966,3968,3962,3960,3964,3960,3962,3968,3964,3964,3962,3962,3966,3964
3968,3962,3962,3962,3964,3964,3960,3960,3968,3960,3962,3966,3966,3966,3960,3964,3966,3964,3962,3964,3968,3962,3966,3962,3968,3968,3966,3968,3966,3960,3964,3962,3962,3966,3966,3964,3962,3966,3966,3968,3962,3966,3968,3962,3968,3962,3964,3964,3966,3960,3962,3962,3968,3964,3960,3966,3968,3966,3964,3964,3960,3966,3960,3960,3960,3966,3962,3964,3964,3966,3966,3964,3966,3960,3960,3960,3966,3964,3968,3960,3962,3968,3966,3964,3960,3960,3964,3962,3968,3968,3968,3968,3968,3962,3964,3968,3964,3968,3968,3960,3968,3966,3964,3966
3962,3960,3964,3962,3964,3960,3964,3964,3968,3966,3964,3960,3964,3964,3960,3968,3962,3964,3964,3966,3968,3962,3964,3960,3964,3960,3968,3960,3962,3962,3960,3968,3962,3964,3960,3962,3962,3968,3962,3964,3968,3966,3960,3968,3960,3962,3966,3964,3964,3962,3962,3966,3968,3964,3968,3964,3960,3964,3962,3968,3964,3964,3964,3962,3960,3964,3966,3960,3966,3960,3964,3968,3966,3968,3966,3962,3964,3968,3960,3960,3960,3966,3960,3960,3964,3964,3962,3964,3962,3964,3960,3968,3968,3964,3966,3968,3968,3964,3968,3966,3960,3964,3964,3964
